is_new_device,login_attempts,failed_logins,session_duration,port_accessed,payload_size_kb,data_exfiltration_volume,access_frequency,is_outside_business_hours,time_of_day,day_of_week,known_device,previous_violations,role_guest,role_user,country_China,country_Germany,country_India,country_Russia,country_UK,country_USA,protocol_TCP,protocol_UDP,resource_accessed_/backup,resource_accessed_/config,resource_accessed_/data,resource_accessed_/files,resource_accessed_/home,resource_accessed_/login,anomaly_score
1,1.451847255,1.451847255,-1.58311532,2.205388274,-1.718986978,-0.180914035,1.12597426,1,-1.373146123,1.553539107,0,1.342422917,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,-0.035327422357675164
1,1.451847255,1.451847255,-1.638363212,2.205388274,1.314336018,1.026073596,-1.651697191,1,-1.373146123,-1.539558307,0,-0.446460605,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,-0.03528261130613708
1,1.451847255,1.451847255,1.243250535,2.205388274,-0.885396726,1.449578028,1.646787657,0,-0.363459705,-1.539558307,0,1.342422917,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,-0.035222166319520354
1,1.451847255,1.451847255,-1.127077894,2.205388274,-0.299658788,0.842555009,1.646787657,0,-0.363459705,1.553539107,0,1.342422917,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,-0.03512318286314997
1,-1.47104481,-1.47104481,-1.458565247,2.205388274,1.488145495,1.06842404,-0.436465931,0,0.934708547,0.522506636,0,-1.340902366,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,-0.03509584385959896
1,-1.47104481,-1.47104481,-1.626732077,2.205388274,-0.851330068,0.249648804,1.646787657,0,-0.363459705,1.038022872,0,1.342422917,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.03482399937704017
1,-0.886466397,-0.886466397,-1.570514923,2.205388274,1.278183646,-1.634945918,-1.30448826,1,-0.651941538,-0.508525836,0,1.342422917,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,-0.034641139887438444
1,-1.47104481,-1.47104481,1.656155835,2.205388274,-0.814482459,-0.759703425,0.778765329,1,1.078949464,1.038022872,0,1.342422917,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,-0.03448690667910759
0,-1.47104481,-1.47104481,1.618354645,2.205388274,1.317812207,1.484870064,-1.651697191,0,0.35774488,0.0069904,1,1.342422917,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,-0.034412994128791174
1,1.451847255,1.451847255,-1.726565987,2.205388274,-1.004977646,-1.211441486,0.952369794,1,-0.940423372,-1.539558307,0,1.342422917,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,-0.034078657441202864
0,-1.47104481,-1.47104481,-1.617524095,2.205388274,-0.308001643,1.188416962,-0.957279329,0,0.501985796,1.038022872,1,1.342422917,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,-0.03399469777572717
1,-0.301887984,-0.301887984,-1.614616311,2.205388274,-1.713077456,-0.900871569,0.778765329,1,-1.517387039,-1.539558307,0,1.342422917,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,-0.03383558635959738
1,-1.47104481,-1.47104481,-1.671318095,2.205388274,-1.498248942,-0.64676891,1.646787657,1,-1.373146123,1.038022872,0,-1.340902366,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,-0.03368956627592956
1,0.282690429,0.282690429,0.796905721,2.205388274,1.66577878,-1.197324672,0.952369794,0,-0.219218788,-1.539558307,0,1.342422917,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,-0.03350441654433767
0,-1.47104481,-1.47104481,-1.638847843,2.205388274,-1.426639438,0.517868278,1.473183191,1,-1.373146123,0.522506636,1,1.342422917,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,-0.033427218979934725
0,-1.47104481,-1.47104481,-0.774266793,2.205388274,-1.10022524,-0.075037927,0.952369794,1,-1.373146123,-1.024042071,1,1.342422917,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-0.03338358573004263
0,-1.47104481,-1.47104481,-0.372507997,2.205388274,1.575745471,0.390816948,-1.478092726,1,1.367431298,-1.539558307,1,0.447981156,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,-0.033376114173436
0,-1.47104481,-1.47104481,-1.053898668,2.205388274,1.535074054,-1.493777774,0.778765329,1,-1.084664289,0.522506636,1,1.342422917,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,-0.033307397860817045
1,-1.47104481,-1.47104481,-0.051682518,2.205388274,1.703321627,0.143772696,-0.262861466,1,1.655913131,1.038022872,0,1.342422917,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,-0.03309338962679398
1,-1.47104481,-1.47104481,1.362954301,2.205388274,1.599035941,0.136714289,0.952369794,1,-0.796182455,0.522506636,0,1.342422917,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,-0.03296306178378838
0,-1.47104481,-1.47104481,-1.166332975,2.205388274,-0.785282467,1.251942627,-1.478092726,1,-1.373146123,1.553539107,1,-0.446460605,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,-0.03286912271175768
1,1.451847255,1.451847255,-1.471165644,2.205388274,1.490231208,0.313174469,1.12597426,1,-1.661627956,-0.508525836,0,1.342422917,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,-0.032805313604068576
0,1.451847255,1.451847255,-0.849384541,2.205388274,-0.077877895,1.626038209,-1.651697191,1,-1.661627956,-1.539558307,1,-1.340902366,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,-0.032595306468872653
0,-1.47104481,-1.47104481,-1.446449481,2.205388274,1.319550302,-0.519717581,-1.130883794,1,-1.373146123,-1.539558307,1,1.342422917,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,-0.03257087129939473
1,-1.47104481,-1.47104481,-1.57536123,2.205388274,1.398112186,-1.027922899,1.646787657,1,-0.651941538,-1.539558307,0,0.447981156,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,-0.03244948628148958
1,-1.47104481,-1.47104481,-0.477672845,2.205388274,-1.319920419,-1.536128218,1.299578726,1,1.655913131,-1.539558307,0,-1.340902366,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,-0.03243986678444433
1,1.451847255,1.451847255,1.124031399,2.205388274,1.491969303,-1.345551223,0.431556397,1,-1.084664289,0.522506636,0,1.342422917,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,-0.03227939509345212
0,-1.47104481,-1.47104481,-1.488612346,-0.187892854,-0.091435034,1.350760328,-0.957279329,0,0.069263046,-1.539558307,1,1.342422917,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,-0.03223798608116479
1,1.451847255,1.451847255,-1.663079374,2.205388274,0.651426672,-1.338492816,-0.957279329,1,-1.517387039,1.553539107,0,1.342422917,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,-0.03204841945970027
0,-0.301887984,-0.301887984,-0.94824919,2.205388274,0.454326724,0.256707211,-1.130883794,1,-1.661627956,1.553539107,1,1.342422917,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,-0.03196375401904317
1,1.451847255,1.451847255,-1.47601195,2.205388274,-1.635558429,-1.613770697,-0.783674863,0,0.213503963,1.038022872,0,0.447981156,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,-0.03183108407695856
0,-1.47104481,-1.47104481,0.396116187,2.205388274,-0.079268371,-1.282025558,1.646787657,1,1.367431298,-1.539558307,1,1.342422917,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,-0.031720221081056654
1,1.451847255,1.451847255,-0.477188214,2.205388274,-1.548653691,0.899022267,1.473183191,1,-1.517387039,-1.539558307,0,1.342422917,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,-0.031441277879710294
1,-1.47104481,-1.47104481,1.250519994,2.205388274,1.610159748,-0.660885725,1.646787657,1,-0.940423372,-1.539558307,0,-1.340902366,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,-0.031401746150166665
1,1.451847255,1.451847255,1.642586177,2.205388274,-0.984120509,-1.331434409,-0.089257,0,0.069263046,1.038022872,0,1.342422917,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,-0.03136168955178864
0,-1.47104481,-1.47104481,1.007235416,2.205388274,1.205531285,-1.204383079,1.12597426,0,0.79046763,1.038022872,1,1.342422917,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,-0.031316140474901166
0,0.282690429,0.282690429,0.799813505,2.205388274,1.178069387,-0.943222013,1.299578726,1,1.511672214,-1.539558307,1,1.342422917,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,-0.03105612609314523
1,-1.47104481,-1.47104481,1.656640465,2.205388274,-0.501973019,-1.274967151,1.646787657,1,1.511672214,0.0069904,0,1.342422917,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,-0.030902545702670925
0,1.451847255,1.451847255,1.294136751,2.205388274,-1.697434603,-0.413841473,1.646787657,1,-1.517387039,1.553539107,1,1.342422917,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-0.03069092008559282
0,-0.886466397,-0.886466397,-1.12417011,2.205388274,-0.891653867,-0.583243245,1.12597426,0,-0.507700622,-1.539558307,1,1.342422917,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,-0.03065565167328821
0,-1.47104481,-1.47104481,0.529389612,2.205388274,1.654307355,1.689563873,-0.089257,1,1.511672214,1.038022872,1,1.342422917,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,-0.030494829123957956
1,-0.886466397,-0.886466397,-1.550645067,2.205388274,1.428702653,-1.451427331,1.473183191,0,0.646226713,1.553539107,0,-0.446460605,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,-0.030455553185255946
0,-1.47104481,-1.47104481,1.632893564,2.205388274,1.71235972,0.581393943,1.473183191,1,1.511672214,-0.508525836,1,1.342422917,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,-0.030438758200574956
0,-1.47104481,-1.47104481,-1.694095735,2.205388274,0.901017081,1.075482447,-0.436465931,1,-0.940423372,0.0069904,1,-0.446460605,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,-0.030345531511816515
1,0.867268842,0.867268842,-1.097030794,2.205388274,-0.98377289,-0.858521126,1.646787657,0,-0.074977871,1.553539107,0,1.342422917,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,-0.030013487565767716
1,-0.886466397,-0.886466397,-1.684403122,2.205388274,-1.666496516,-1.373784852,-1.651697191,0,0.069263046,-0.508525836,0,-1.340902366,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,-0.029970966171454116
1,1.451847255,1.451847255,1.390093617,2.205388274,1.128012258,0.771970937,0.605160863,1,1.367431298,-1.024042071,0,1.342422917,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,-0.029906016361003762
0,-1.47104481,-1.47104481,0.277381682,2.205388274,1.058488467,1.527220508,0.431556397,1,1.223190381,1.553539107,1,-1.340902366,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,-0.02988433369516974
1,-0.886466397,-0.886466397,-1.351946508,2.205388274,1.385250284,0.277882433,-0.783674863,1,-0.940423372,0.522506636,0,1.342422917,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,-0.029880619108959228
1,-0.886466397,-0.886466397,-1.70572687,2.205388274,-1.288982332,-0.406783065,-0.957279329,1,-1.517387039,1.038022872,0,1.342422917,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,-0.02970518418167034
1,-0.301887984,-0.301887984,1.649371006,2.205388274,1.408888373,-1.60671229,1.646787657,0,-0.363459705,-0.508525836,0,-0.446460605,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,-0.029696677902320556
1,1.451847255,1.451847255,-1.359215967,2.205388274,-1.683529845,0.341408098,-1.478092726,1,-0.940423372,1.553539107,0,-1.340902366,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,-0.02963735369441134
0,-0.886466397,-0.886466397,-1.71299633,2.205388274,-0.676130115,1.181358555,-0.089257,1,1.511672214,1.553539107,1,1.342422917,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,-0.029533866951433896
0,-1.47104481,-1.47104481,1.254397039,2.205388274,-1.400915635,-1.17614945,-1.651697191,1,-0.940423372,1.038022872,1,-1.340902366,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,-0.029523814425996164
1,1.451847255,1.451847255,0.353953322,2.205388274,-0.673001545,1.689563873,-1.478092726,0,0.501985796,-1.539558307,0,1.342422917,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,-0.02941234418860983
0,1.451847255,1.451847255,1.424987022,2.205388274,-1.410301347,-1.373784852,0.605160863,1,1.078949464,-1.539558307,1,1.342422917,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,-0.02939839532026378
0,-1.47104481,-1.47104481,-0.323560303,2.205388274,-0.36883496,-1.232616708,1.646787657,1,-1.228905206,1.038022872,1,-1.340902366,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,-0.029377138408937742
0,-1.47104481,-1.47104481,0.111153375,-0.504722331,1.334150298,-0.59736006,1.646787657,1,1.655913131,1.553539107,1,1.342422917,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,-0.02932351826009738
1,1.451847255,1.451847255,-1.459534508,2.205388274,0.879464706,1.696622281,-1.478092726,0,-0.219218788,-0.508525836,0,1.342422917,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,-0.029236473764347126
1,-1.47104481,-1.47104481,-1.510905355,2.205388274,1.144697968,-1.465544146,-0.610070397,1,-1.373146123,-1.539558307,0,0.447981156,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,-0.02917325341641419
1,-0.886466397,-0.886466397,1.525305563,2.205388274,1.540288338,-1.70552999,-0.610070397,1,-1.373146123,1.038022872,0,1.342422917,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,-0.029142219221351517
0,1.451847255,1.451847255,-0.870223658,2.205388274,-1.099877621,-1.07733175,1.12597426,1,1.367431298,-1.539558307,1,1.342422917,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,-0.029108709331651883
1,-1.47104481,-1.47104481,-1.265682255,2.205388274,1.716183529,0.05907181,1.646787657,0,0.501985796,-0.508525836,0,1.342422917,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-0.028988020739571407
1,0.867268842,0.867268842,-1.570030293,2.205388274,0.500907664,-1.282025558,1.646787657,0,-0.363459705,1.038022872,0,1.342422917,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,-0.028974831645968036
0,-1.47104481,-1.47104481,-0.953095496,2.205388274,-1.195820452,1.386052364,1.473183191,0,0.934708547,-1.539558307,1,0.447981156,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,-0.02890576991621452
1,-0.886466397,-0.886466397,-1.415433121,2.205388274,0.559655268,-1.183207858,-1.651697191,1,-1.517387039,-1.539558307,0,1.342422917,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,-0.02878508038537253
1,0.867268842,0.867268842,-0.881854793,2.205388274,1.478759783,1.026073596,-1.651697191,1,1.655913131,-0.508525836,0,1.342422917,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,-0.028712075181597463
0,-1.47104481,-1.47104481,-0.413216971,2.205388274,0.856174236,-1.197324672,1.646787657,1,-0.651941538,0.522506636,1,-1.340902366,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,-0.028687767666275787
1,-1.47104481,-1.47104481,-0.821760595,2.205388274,-1.626867955,0.214356768,0.952369794,0,0.934708547,1.553539107,0,-0.446460605,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,-0.02867029939732124
1,-1.47104481,-1.47104481,-0.93274101,2.205388274,0.915617077,1.181358555,-1.651697191,1,-0.651941538,-1.539558307,0,-1.340902366,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,-0.028664979975262406
1,-0.886466397,-0.886466397,-1.669864203,2.205388274,-1.652939377,-1.289083966,1.299578726,0,0.934708547,1.038022872,0,1.342422917,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,-0.028645418264495515
0,-1.47104481,-1.47104481,-0.627423711,-0.187892854,1.675512111,-1.119682193,1.473183191,1,1.078949464,1.553539107,1,1.342422917,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,-0.02855603548658603
0,-1.47104481,-1.47104481,1.681356627,2.205388274,1.645269262,-1.17614945,0.952369794,0,-0.074977871,0.0069904,1,-0.446460605,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,-0.028483295006570652
1,-1.47104481,-1.47104481,-0.739858018,2.205388274,0.86799328,-0.936163605,-1.651697191,1,1.655913131,-0.508525836,0,1.342422917,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,-0.02839384472301265
0,-1.47104481,-1.47104481,-1.311722165,2.205388274,1.689764488,-1.543186625,-1.478092726,0,-0.507700622,0.522506636,1,-1.340902366,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,-0.02831811274512608
1,-1.47104481,-1.47104481,-1.62915523,2.205388274,-0.202673099,-0.343257401,-0.262861466,1,-1.661627956,1.553539107,0,1.342422917,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,-0.028273884498794644
0,-0.886466397,-0.886466397,-1.112054344,2.205388274,1.475283593,1.287234663,1.646787657,1,-1.661627956,-1.024042071,1,1.342422917,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,-0.028218565122652972
0,1.451847255,1.451847255,1.303344733,2.205388274,1.481540735,1.237825812,-1.478092726,0,0.213503963,1.553539107,1,0.447981156,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,-0.028193862180616924
0,-1.47104481,-1.47104481,-1.299606399,2.205388274,-1.658153661,0.680211644,-1.478092726,1,1.511672214,0.0069904,1,1.342422917,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,-0.028119886222856216
0,-0.886466397,-0.886466397,1.021289705,2.205388274,1.620588316,0.496693056,-0.957279329,1,-1.661627956,-0.508525836,1,1.342422917,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,-0.02811222244576783
0,1.451847255,1.451847255,-0.889608883,2.205388274,-1.320963276,1.315468292,0.778765329,1,1.655913131,-1.539558307,1,1.342422917,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,-0.02807993788996077
0,-1.47104481,-1.47104481,-0.826606901,2.205388274,-0.819349124,0.687270051,-1.651697191,1,-1.517387039,-1.539558307,1,-1.340902366,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-0.027931299170705026
1,1.451847255,1.451847255,-1.278767282,2.205388274,1.292783642,-1.416135295,-1.651697191,1,1.655913131,-0.508525836,0,-1.340902366,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-0.0279222254772159
1,-1.47104481,-1.47104481,-1.653871392,2.205388274,0.692098089,-1.013806085,1.12597426,0,0.35774488,1.553539107,0,-0.446460605,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,-0.027877556831434225
0,0.867268842,0.867268842,1.642101546,2.205388274,-1.322006132,-1.65612114,-1.651697191,0,-0.219218788,-1.539558307,1,1.342422917,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,-0.02780879858761598
1,1.451847255,1.451847255,1.614962231,2.205388274,-1.392920399,0.757854123,1.646787657,0,0.646226713,-1.024042071,0,1.342422917,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,-0.02779851999265559
0,-0.886466397,-0.886466397,1.600907942,2.205388274,-0.099082651,0.256707211,-0.957279329,1,-1.373146123,-1.024042071,1,1.342422917,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,-0.027796718863860703
0,-1.47104481,-1.47104481,0.772189559,2.205388274,-1.310187088,-0.710294575,-1.651697191,1,1.655913131,1.038022872,1,1.342422917,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,-0.027608094475281564
1,-1.47104481,-1.47104481,-1.11690065,2.205388274,-0.968825275,-1.70552999,1.473183191,1,-1.661627956,1.553539107,0,-1.340902366,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,-0.02760082353929194
0,1.451847255,1.451847255,1.692987763,2.205388274,0.482831479,1.216650591,-1.651697191,0,0.646226713,0.0069904,1,0.447981156,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,-0.027598194193627745
1,1.451847255,1.451847255,-1.652902131,2.205388274,-1.237187108,-1.437310517,1.12597426,1,1.511672214,1.038022872,0,1.342422917,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,-0.027581225357279804
0,1.451847255,1.451847255,-1.550645067,2.205388274,-1.506244178,1.654271837,0.952369794,1,-0.940423372,1.553539107,1,1.342422917,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,-0.02753877662090698
0,-1.47104481,-1.47104481,0.471718566,2.205388274,0.330921996,-0.985572456,-1.30448826,0,0.501985796,-1.024042071,1,1.342422917,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,-0.027516392636792508
0,-1.47104481,-1.47104481,0.046697501,2.205388274,0.241931543,-0.484425545,1.473183191,1,-0.940423372,-1.539558307,1,1.342422917,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,-0.02749438953653849
1,1.451847255,1.451847255,1.387670464,2.205388274,-1.333129939,-0.943222013,-1.651697191,0,0.79046763,0.0069904,0,0.447981156,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,-0.027461330891821234
1,-0.886466397,-0.886466397,-1.58311532,2.205388274,0.961502779,0.066130217,0.952369794,1,1.511672214,-1.539558307,0,1.342422917,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,-0.027432108839189673
0,-1.47104481,-1.47104481,0.064628834,2.205388274,1.573312139,0.842555009,-0.783674863,1,-1.373146123,1.038022872,1,-0.446460605,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,-0.02735929018297223
0,-1.47104481,-1.47104481,1.384278049,2.205388274,0.096279201,0.531985092,0.778765329,1,-1.661627956,0.0069904,1,0.447981156,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,-0.02726278152776762
1,-1.47104481,-1.47104481,-0.542128719,2.205388274,-1.569510828,-1.366726445,-1.478092726,1,1.078949464,0.0069904,0,1.342422917,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-0.027207789455326536
0,-1.47104481,-1.47104481,-1.108177299,2.205388274,1.428355035,-0.787937054,-1.651697191,1,-1.661627956,1.553539107,1,1.342422917,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,-0.027092036600179226
1,1.451847255,1.451847255,1.62223169,2.205388274,0.741459981,0.863730231,-1.478092726,0,0.213503963,1.553539107,0,1.342422917,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,-0.027073440993544917
1,1.451847255,1.451847255,-1.349523354,2.205388274,-0.804749128,-0.484425545,1.646787657,0,0.934708547,0.522506636,0,1.342422917,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,-0.026941005374224503
